PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,target_pathology
9.19283682622471,1.9485830708960956,-1.1231661613680348,3.6337308965179353,-1.1951101019532842,1.4114244489964585,2.1593698496884315,-0.3984065394558725,-0.15711149577725106,-0.8773942518190153,0
2.3878017957975564,-3.7681717421335295,-0.5292926879606259,1.1182638618977865,0.6217749658365138,0.028656354396436386,0.013358353977092594,0.2409880728293413,-0.7119082391680828,1.1069906747672575,0
5.733896279722537,-1.0751737967335522,-0.5517475960237802,0.9120826709508235,-0.17708592037022838,0.5414521557748943,-0.6681662433437402,0.09737317074274357,0.02405930616537897,0.4542675573834331,0
7.122953197689704,10.275589121616003,-3.232789552933135,0.15254702887341193,-2.9608784318816777,3.0534218377692284,1.4299110871574265,1.059564470700231,-1.4054522418091193,-1.116991497805111,0
3.9353020736805457,-1.9480715677458478,1.3897667277031867,2.940639345736816,0.5467474219884696,-1.2264946392254459,-0.9362127521001687,0.6363766929788593,-0.2638034154255072,0.3777061195617482,0
2.3802471503414218,3.9499288955212224,-2.9348767941348246,0.9410368704472387,-1.0560419299961035,-0.4510386435677791,0.4904451756155734,-0.16544375278361398,-0.13347608393042135,-0.530435846293452,0
2.2388833080540405,-2.6900312772988086,-1.639912929396202,0.14933988993847364,0.04035950042452274,-0.12894845501758911,-0.3015673785924413,0.08369743133618421,-0.08002336207397467,0.21914697374894562,0
2.1432985003753924,2.3402440068895953,-0.8719472621120046,-0.1270428592859901,-1.4274366772931106,-1.2570391810231387,0.9741001507917445,-0.6533381548428422,0.24818143172869786,1.0005820781925072,0
3.174924293086495,3.3918129518436433,-3.119985911709191,-0.6012970492097078,-1.5222904199120955,0.5595447080295858,-0.21510366441944603,-0.6873423125402244,0.5119255021944933,0.0291925483161059,0
6.351746789516224,7.727174066843545,-4.341915809817234,-3.3752015933415564,1.710263224748093,-0.7239086585230186,2.51984000442082,0.3651524712925035,-0.7174040639207778,-1.1656510304530925,0
-0.8104137708453223,-2.6592754976696344,-0.4888297920728932,-1.6725665675898445,0.27581159494844787,0.1273318545936528,0.6250123025275413,0.1657505671141096,-0.3013805855330895,0.3762326816220668,0
2.6511004772408926,0.06656792652571729,-1.526455298826539,0.051261559603171254,0.3319511073883719,0.7648666557425171,0.6660930194532478,0.6195451123284454,-0.40094390562643256,-0.33107507873394754,0
8.185034458145411,2.7009764928113777,5.730230806359044,-1.1122565503096862,1.0434704714693024,2.594571183472274,0.9414964366434551,-3.3217843456364555,-0.7477857889922687,0.3959530946703766,0
